Latitude,Longitude,Depth,Month,Year,Species,cells L-1
39.0,25.0,0,7,2014,Syracosphaera ossa HET,340.0
39.0,25.0,0,10,2013,Syracosphaera ossa HET,485.0
39.0,25.0,10,3,2014,Syracosphaera ossa HET,50.0
39.0,25.0,20,3,2014,Syracosphaera ossa HET,100.0
39.0,25.0,30,3,2014,Syracosphaera ossa HET,120.0
39.0,25.0,50,3,2014,Syracosphaera ossa HET,100.0
39.0,25.0,75,3,2014,Syracosphaera ossa HET,190.0
39.0,25.0,75,10,2013,Syracosphaera ossa HET,100.0
40.0,2.0,5,6,1996,Syracosphaera ossa HET,1020.0
40.0,24.0,0,1,2011,Syracosphaera ossa HET,320.0
40.0,24.0,20,1,2011,Syracosphaera ossa HET,260.0
40.0,24.0,30,1,2011,Syracosphaera ossa HET,120.0
40.0,24.0,30,5,2011,Syracosphaera ossa HET,128.44925925926
40.0,24.0,50,1,2011,Syracosphaera ossa HET,260.0
40.0,24.0,60,1,2011,Syracosphaera ossa HET,60.0
40.0,24.0,60,5,2011,Syracosphaera ossa HET,64.2246296296297
40.0,24.0,75,1,2011,Syracosphaera ossa HET,190.0
40.0,25.0,0,1,2011,Syracosphaera ossa HET,255.561574074074
40.0,25.0,0,5,2011,Syracosphaera ossa HET,260.0
40.0,25.0,10,5,2011,Syracosphaera ossa HET,60.0
40.0,25.0,20,1,2011,Syracosphaera ossa HET,353.449259259259
40.0,25.0,20,3,2014,Syracosphaera ossa HET,50.0
40.0,25.0,20,5,2011,Syracosphaera ossa HET,260.0
40.0,25.0,50,1,2011,Syracosphaera ossa HET,193.449259259259
40.0,25.0,75,1,2011,Syracosphaera ossa HET,161.3369444444445
40.0,25.0,75,5,2011,Syracosphaera ossa HET,130.0
40.0,25.0,100,1,2011,Syracosphaera ossa HET,190.0
41.0,2.0,5,6,1996,Syracosphaera ossa HET,765.0
41.0,2.0,20,6,1996,Syracosphaera ossa HET,510.0
41.0,2.0,40,6,1996,Syracosphaera ossa HET,765.0
41.0,3.0,5,6,1996,Syracosphaera ossa HET,510.0
41.0,3.0,5,9,1996,Syracosphaera ossa HET,1530.0
41.0,3.0,10,9,1996,Syracosphaera ossa HET,3825.0
41.0,3.0,15,9,1996,Syracosphaera ossa HET,5100.0
41.0,3.0,20,9,1996,Syracosphaera ossa HET,1020.0
41.0,3.0,40,9,1996,Syracosphaera ossa HET,510.0
41.0,3.0,45,9,1996,Syracosphaera ossa HET,2805.0
41.0,3.0,65,9,1996,Syracosphaera ossa HET,510.0
41.0,3.0,100,6,1996,Syracosphaera ossa HET,510.0
42.0,15.0,0,4,2016,Syracosphaera ossa HET,1685.78334239469
42.0,15.0,0,12,2015,Syracosphaera ossa HET,1973.405774643998
42.0,15.0,25,4,2016,Syracosphaera ossa HET,550.04184605255
42.0,15.0,30,12,2015,Syracosphaera ossa HET,744.003970713186
42.0,15.0,50,4,2016,Syracosphaera ossa HET,620.003308927655
42.0,15.0,65,12,2015,Syracosphaera ossa HET,496.002647142124
42.0,15.0,100,12,2015,Syracosphaera ossa HET,331.832756890858
42.0,16.0,0,4,2016,Syracosphaera ossa HET,5362.08778523233
42.0,16.0,20,4,2016,Syracosphaera ossa HET,1874.81106678389
42.0,16.0,20,12,2015,Syracosphaera ossa HET,744.0
42.0,16.0,25,4,2016,Syracosphaera ossa HET,3483.22187520752
42.0,16.0,40,12,2015,Syracosphaera ossa HET,663.665513781715
42.0,16.0,50,4,2016,Syracosphaera ossa HET,1990.99654134515
42.0,16.0,50,12,2015,Syracosphaera ossa HET,744.0
42.0,16.0,80,12,2015,Syracosphaera ossa HET,995.498270672573
42.0,16.0,120,12,2015,Syracosphaera ossa HET,331.832756890858
43.0,15.0,0,2,2013,Syracosphaera ossa HET,887.0
43.0,15.0,0,4,2016,Syracosphaera ossa HET,4244.68383540042
43.0,15.0,0,7,2013,Syracosphaera ossa HET,2069.0
43.0,15.0,0,12,2015,Syracosphaera ossa HET,476.0
43.0,15.0,5,2,2013,Syracosphaera ossa HET,602.0
43.0,15.0,10,2,2013,Syracosphaera ossa HET,2902.333333333333
43.0,15.0,10,7,2013,Syracosphaera ossa HET,148.0
43.0,15.0,15,7,2013,Syracosphaera ossa HET,551.0
43.0,15.0,20,2,2013,Syracosphaera ossa HET,2410.0
43.0,15.0,20,4,2016,Syracosphaera ossa HET,2094.23339904452
43.0,15.0,20,7,2013,Syracosphaera ossa HET,2534.0
43.0,15.0,20,12,2015,Syracosphaera ossa HET,1488.0
43.0,15.0,25,2,2013,Syracosphaera ossa HET,5515.0
43.0,15.0,30,2,2013,Syracosphaera ossa HET,164.0
43.0,15.0,30,7,2013,Syracosphaera ossa HET,1976.0
43.0,15.0,35,2,2013,Syracosphaera ossa HET,808.0
43.0,15.0,40,2,2013,Syracosphaera ossa HET,2861.0
43.0,15.0,40,7,2013,Syracosphaera ossa HET,603.0
43.0,15.0,50,12,2015,Syracosphaera ossa HET,744.0
43.0,15.0,60,2,2013,Syracosphaera ossa HET,1886.5
43.0,15.0,60,4,2016,Syracosphaera ossa HET,1129.38019522374
43.0,15.0,60,7,2013,Syracosphaera ossa HET,431.0
43.0,15.0,90,2,2013,Syracosphaera ossa HET,1543.0
43.0,15.0,90,4,2016,Syracosphaera ossa HET,144.985389164621
43.0,15.0,90,12,2015,Syracosphaera ossa HET,496.0
44.0,-20.0,5,10,2005,Syracosphaera ossa HET,2110.0
45.0,13.0,5,1,2009,Syracosphaera ossa HET,620.0
45.0,13.0,5,3,2009,Syracosphaera ossa HET,1670.0
45.0,13.0,5,6,2009,Syracosphaera ossa HET,2630.0
45.0,13.0,5,8,2009,Syracosphaera ossa HET,2540.0
45.0,13.0,5,9,2009,Syracosphaera ossa HET,1835.0
45.0,13.0,5,10,2009,Syracosphaera ossa HET,3880.0
45.0,13.0,10,9,2009,Syracosphaera ossa HET,7170.0
45.0,13.0,20,5,2009,Syracosphaera ossa HET,590.0
47.0,-14.0,5,6,2003,Syracosphaera ossa HET,1324.0
47.0,-14.0,35,6,2003,Syracosphaera ossa HET,999.0
47.0,-14.0,55,6,2003,Syracosphaera ossa HET,74.0
56.0,2.0,5,7,2008,Syracosphaera ossa HET,800.0
57.0,2.0,5,7,2008,Syracosphaera ossa HET,500.0
58.0,3.0,0,7,2008,Syracosphaera ossa HET,500.0
60.0,3.0,5,7,2008,Syracosphaera ossa HET,900.0
62.0,4.0,5,7,2008,Syracosphaera ossa HET,900.0
76.0,19.0,5,7,2008,Syracosphaera ossa HET,700.0
-34.0,-32.0,15,5,2004,Syracosphaera periperforata HOL,202.0
-34.0,-32.0,25,5,2004,Syracosphaera periperforata HOL,95.0
-22.0,-26.0,20,5,2003,Syracosphaera periperforata HOL,1140.0
-22.0,-26.0,35,5,2003,Syracosphaera periperforata HOL,448.0
-22.0,-26.0,60,5,2003,Syracosphaera periperforata HOL,307.0
-22.0,-26.0,140,5,2003,Syracosphaera periperforata HOL,37.0
-13.0,-26.0,30,5,2004,Syracosphaera periperforata HOL,95.0
7.0,-28.0,5,5,2004,Syracosphaera periperforata HOL,246.0
7.0,-28.0,15,5,2004,Syracosphaera periperforata HOL,227.0
7.0,-28.0,25,5,2004,Syracosphaera periperforata HOL,108.0
8.0,-31.0,5,6,2003,Syracosphaera periperforata HOL,392.0
8.0,-31.0,15,6,2003,Syracosphaera periperforata HOL,612.0
8.0,-31.0,25,6,2003,Syracosphaera periperforata HOL,289.0
8.0,-31.0,55,6,2003,Syracosphaera periperforata HOL,812.0
10.0,64.0,100,5,1997,Syracosphaera periperforata HOL,220.0
12.0,-33.0,25,6,2003,Syracosphaera periperforata HOL,77.0
14.0,-34.0,10,6,2003,Syracosphaera periperforata HOL,183.0
14.0,64.0,100,5,1997,Syracosphaera periperforata HOL,260.0
16.0,60.0,60,5,1997,Syracosphaera periperforata HOL,290.0
16.0,61.0,60,8,1995,Syracosphaera periperforata HOL,300.0
17.0,-36.0,40,6,2003,Syracosphaera periperforata HOL,266.0
22.0,-34.0,15,5,2004,Syracosphaera periperforata HOL,385.0
24.0,-33.0,20,6,2003,Syracosphaera periperforata HOL,806.0
24.0,-33.0,60,6,2003,Syracosphaera periperforata HOL,328.0
24.0,-33.0,160,6,2003,Syracosphaera periperforata HOL,156.0
26.0,-31.0,20,6,2003,Syracosphaera periperforata HOL,181.0
29.0,-37.0,30,5,2004,Syracosphaera periperforata HOL,305.0
29.0,-37.0,55,5,2004,Syracosphaera periperforata HOL,125.0
29.0,-27.0,15,6,2003,Syracosphaera periperforata HOL,1055.0
29.0,-27.0,30,6,2003,Syracosphaera periperforata HOL,80.0
29.0,-27.0,55,6,2003,Syracosphaera periperforata HOL,695.0
29.0,34.0,0,3,2018,Syracosphaera periperforata HOL,217.512479
29.0,34.0,0,8,2017,Syracosphaera periperforata HOL,45.337697000000006
29.0,34.0,0,10,2017,Syracosphaera periperforata HOL,47.773289
29.0,34.0,10,4,2017,Syracosphaera periperforata HOL,2437.136163
29.0,34.0,10,7,2017,Syracosphaera periperforata HOL,57.131626
29.0,34.0,10,8,2017,Syracosphaera periperforata HOL,52.89398
29.0,34.0,10,10,2017,Syracosphaera periperforata HOL,49.580069
29.0,34.0,20,3,2018,Syracosphaera periperforata HOL,66.669385
29.0,34.0,20,4,2017,Syracosphaera periperforata HOL,1257.2182995
29.0,34.0,20,7,2017,Syracosphaera periperforata HOL,129.544418
29.0,34.0,20,8,2017,Syracosphaera periperforata HOL,49.314688
29.0,34.0,30,4,2017,Syracosphaera periperforata HOL,943.589744
29.0,34.0,30,7,2017,Syracosphaera periperforata HOL,99.204407
29.0,34.0,30,8,2017,Syracosphaera periperforata HOL,150.202751
29.0,34.0,30,10,2017,Syracosphaera periperforata HOL,129.196437
29.0,34.0,40,3,2018,Syracosphaera periperforata HOL,83.227671
29.0,34.0,40,4,2017,Syracosphaera periperforata HOL,2298.799822
29.0,34.0,40,9,2017,Syracosphaera periperforata HOL,229.955907
29.0,34.0,60,3,2017,Syracosphaera periperforata HOL,81.757863
29.0,34.0,60,5,2017,Syracosphaera periperforata HOL,1329.018536
29.0,34.0,60,7,2017,Syracosphaera periperforata HOL,42.315184
29.0,34.0,60,8,2017,Syracosphaera periperforata HOL,60.467448
29.0,34.0,60,10,2017,Syracosphaera periperforata HOL,70.770023
29.0,34.0,60,12,2017,Syracosphaera periperforata HOL,60.058884
29.0,34.0,80,9,2017,Syracosphaera periperforata HOL,346.268596
29.0,34.0,100,8,2017,Syracosphaera periperforata HOL,80.378106
29.0,34.0,120,3,2018,Syracosphaera periperforata HOL,48.16172
29.0,34.0,120,4,2018,Syracosphaera periperforata HOL,58.841058
29.0,34.0,140,4,2018,Syracosphaera periperforata HOL,56.996343
33.0,30.0,25,4,2011,Syracosphaera periperforata HOL,158.0
33.0,30.0,50,4,2011,Syracosphaera periperforata HOL,1071.0
34.0,22.0,5,4,2011,Syracosphaera periperforata HOL,370.0
34.0,26.0,5,4,2011,Syracosphaera periperforata HOL,520.0
34.0,32.0,5,4,2012,Syracosphaera periperforata HOL,895.0
34.0,32.0,10,9,2018,Syracosphaera periperforata HOL,120.0
34.0,32.0,50,4,2011,Syracosphaera periperforata HOL,575.0
35.0,18.0,10,5,2013,Syracosphaera periperforata HOL,459.0
35.0,20.0,0,4,2011,Syracosphaera periperforata HOL,473.0
35.0,20.0,5,4,2011,Syracosphaera periperforata HOL,903.0
35.0,20.0,25,4,2011,Syracosphaera periperforata HOL,2526.0
35.0,20.0,50,4,2011,Syracosphaera periperforata HOL,1729.0
36.0,18.0,5,4,2011,Syracosphaera periperforata HOL,393.0
37.0,-1.0,0,4,2011,Syracosphaera periperforata HOL,374.0
37.0,1.0,0,4,2011,Syracosphaera periperforata HOL,487.0
37.0,25.0,25,4,2011,Syracosphaera periperforata HOL,386.0
38.0,5.0,0,4,2011,Syracosphaera periperforata HOL,1540.0
38.0,5.0,5,5,2013,Syracosphaera periperforata HOL,334.0
38.0,5.0,10,5,2013,Syracosphaera periperforata HOL,462.0
39.0,18.0,50,4,2011,Syracosphaera periperforata HOL,737.0
40.0,11.0,0,4,2011,Syracosphaera periperforata HOL,1076.0
40.0,11.0,5,4,2011,Syracosphaera periperforata HOL,2066.0
41.0,17.0,5,4,2011,Syracosphaera periperforata HOL,363.0
41.0,17.0,25,4,2011,Syracosphaera periperforata HOL,623.0
42.0,16.0,40,12,2015,Syracosphaera periperforata HOL,1488.00794142637
43.0,15.0,0,7,2013,Syracosphaera periperforata HOL,5771.2
43.0,15.0,0,12,2015,Syracosphaera periperforata HOL,476.0
43.0,15.0,5,7,2013,Syracosphaera periperforata HOL,6111.0
43.0,15.0,10,7,2013,Syracosphaera periperforata HOL,1324.5
43.0,15.0,15,7,2013,Syracosphaera periperforata HOL,657.0
43.0,15.0,25,7,2013,Syracosphaera periperforata HOL,1206.0
43.0,15.0,30,7,2013,Syracosphaera periperforata HOL,1392.0
43.0,15.0,40,7,2013,Syracosphaera periperforata HOL,1215.0
43.0,15.0,45,7,2013,Syracosphaera periperforata HOL,1101.0
43.0,15.0,50,7,2013,Syracosphaera periperforata HOL,441.0
43.0,15.0,60,7,2013,Syracosphaera periperforata HOL,832.5
45.0,13.0,5,7,2009,Syracosphaera periperforata HOL,1250.0
45.0,13.0,5,9,2009,Syracosphaera periperforata HOL,14580.0
45.0,13.0,5,10,2009,Syracosphaera periperforata HOL,970.0
45.0,13.0,10,9,2009,Syracosphaera periperforata HOL,11660.0
47.0,-14.0,5,6,2003,Syracosphaera periperforata HOL,662.0
47.0,-14.0,15,6,2003,Syracosphaera periperforata HOL,9473.0
-42.0,-42.0,10,5,2004,Syracosphaera prolongata HET,212.0
-42.0,-42.0,35,5,2004,Syracosphaera prolongata HET,184.0
-41.0,142.0,0,3,2011,Syracosphaera prolongata HET,10.0
-40.0,-19.0,5,2,2000,Syracosphaera prolongata HET,697.0
-40.0,-19.0,50,2,2000,Syracosphaera prolongata HET,221.0
-39.0,-22.0,5,2,2000,Syracosphaera prolongata HET,597.0
-39.0,131.0,40,3,2011,Syracosphaera prolongata HET,10.0
-39.0,150.0,0,3,2011,Syracosphaera prolongata HET,40.0
-39.0,150.0,30,3,2011,Syracosphaera prolongata HET,30.0
-38.0,124.0,0,3,2011,Syracosphaera prolongata HET,10.0
-38.0,124.0,75,3,2011,Syracosphaera prolongata HET,10.0
-38.0,127.0,0,3,2011,Syracosphaera prolongata HET,10.0
-38.0,127.0,65,3,2011,Syracosphaera prolongata HET,10.0
-37.0,151.0,0,3,2011,Syracosphaera prolongata HET,40.0
-36.0,-49.0,35,10,1997,Syracosphaera prolongata HET,0.01
-36.0,8.0,100,2,1993,Syracosphaera prolongata HET,2400.0
-36.0,25.0,40,2,2011,Syracosphaera prolongata HET,50.0
-36.0,25.0,60,2,2011,Syracosphaera prolongata HET,10.0
-35.0,27.0,95,2,2011,Syracosphaera prolongata HET,10.0
-35.0,31.0,0,2,2011,Syracosphaera prolongata HET,20.0
-35.0,31.0,25,2,2011,Syracosphaera prolongata HET,10.0
-35.0,33.0,0,2,2011,Syracosphaera prolongata HET,10.0
-35.0,176.0,0,4,2011,Syracosphaera prolongata HET,20.0
-35.0,176.0,25,4,2011,Syracosphaera prolongata HET,20.0
-34.0,-32.0,15,5,2004,Syracosphaera prolongata HET,506.0
-34.0,-32.0,25,5,2004,Syracosphaera prolongata HET,476.0
-34.0,-32.0,45,5,2004,Syracosphaera prolongata HET,227.0
-34.0,3.0,0,2,1993,Syracosphaera prolongata HET,100.0
-34.0,3.0,20,2,1993,Syracosphaera prolongata HET,100.0
-34.0,3.0,40,2,1993,Syracosphaera prolongata HET,300.0
-34.0,3.0,60,2,1993,Syracosphaera prolongata HET,2100.0
-34.0,15.0,0,5,2011,Syracosphaera prolongata HET,10.0
-34.0,15.0,20,5,2011,Syracosphaera prolongata HET,10.0
-34.0,15.0,55,5,2011,Syracosphaera prolongata HET,10.0
-34.0,37.0,0,2,2011,Syracosphaera prolongata HET,10.0
-34.0,37.0,85,2,2011,Syracosphaera prolongata HET,10.0
-34.0,39.0,0,2,2011,Syracosphaera prolongata HET,20.0
-34.0,39.0,35,2,2011,Syracosphaera prolongata HET,20.0
-33.0,9.0,70,3,2011,Syracosphaera prolongata HET,20.0
-33.0,12.0,20,4,2011,Syracosphaera prolongata HET,30.0
-33.0,12.0,45,4,2011,Syracosphaera prolongata HET,411.0
-32.0,-25.0,5,3,2000,Syracosphaera prolongata HET,389.0
-32.0,6.0,0,2,2011,Syracosphaera prolongata HET,10.0
-32.0,6.0,85,2,2011,Syracosphaera prolongata HET,167.0
-32.0,11.0,50,2,1993,Syracosphaera prolongata HET,2200.0
-31.0,-3.0,40,1,2011,Syracosphaera prolongata HET,10.0
-31.0,-3.0,105,1,2011,Syracosphaera prolongata HET,10.0
-31.0,61.0,0,2,2011,Syracosphaera prolongata HET,10.0
-31.0,61.0,130,2,2011,Syracosphaera prolongata HET,20.0
-31.0,103.0,45,9,2011,Syracosphaera prolongata HET,10.0
-30.0,-27.0,10,5,2003,Syracosphaera prolongata HET,61.0
-30.0,-27.0,115,5,2003,Syracosphaera prolongata HET,59.0
-30.0,-6.0,0,1,2011,Syracosphaera prolongata HET,10.0
-30.0,-6.0,110,1,2011,Syracosphaera prolongata HET,10.0
-30.0,13.0,40,2,1993,Syracosphaera prolongata HET,5400.0
-30.0,76.0,140,1,2011,Syracosphaera prolongata HET,10.0
-30.0,89.0,120,5,2011,Syracosphaera prolongata HET,10.0
-29.0,-15.0,45,1,2011,Syracosphaera prolongata HET,10.0
-29.0,66.0,40,2,2011,Syracosphaera prolongata HET,10.0
-29.0,66.0,110,2,2011,Syracosphaera prolongata HET,70.0
-28.0,63.0,110,2,2011,Syracosphaera prolongata HET,20.0
-25.0,-26.0,165,5,2004,Syracosphaera prolongata HET,78.0
-24.0,-38.0,110,10,1997,Syracosphaera prolongata HET,0.01
-22.0,-36.0,0,10,2011,Syracosphaera prolongata HET,20.0
-22.0,-26.0,20,5,2003,Syracosphaera prolongata HET,1069.0
-22.0,-26.0,35,5,2003,Syracosphaera prolongata HET,673.0
-22.0,-26.0,60,5,2003,Syracosphaera prolongata HET,615.0
-22.0,-26.0,140,5,2003,Syracosphaera prolongata HET,112.0
-21.0,-177.0,0,4,2011,Syracosphaera prolongata HET,30.0
-21.0,-177.0,40,4,2011,Syracosphaera prolongata HET,10.0
-21.0,-24.0,250,10,2004,Syracosphaera prolongata HET,60.0
-20.0,-18.0,5,5,1998,Syracosphaera prolongata HET,299.0
-16.0,-175.0,0,4,2011,Syracosphaera prolongata HET,10.0
-16.0,-175.0,30,4,2011,Syracosphaera prolongata HET,10.0
-16.0,-34.0,0,8,2011,Syracosphaera prolongata HET,20.0
-15.0,-26.0,20,10,2004,Syracosphaera prolongata HET,190.0
-14.0,-174.0,0,4,2011,Syracosphaera prolongata HET,10.0
-14.0,-174.0,35,4,2011,Syracosphaera prolongata HET,10.0
-14.0,-33.0,0,7,2011,Syracosphaera prolongata HET,10.0
-14.0,-33.0,45,7,2011,Syracosphaera prolongata HET,10.0
-13.0,-26.0,30,5,2004,Syracosphaera prolongata HET,854.0
-13.0,-26.0,55,5,2004,Syracosphaera prolongata HET,1196.0
-13.0,-26.0,130,5,2004,Syracosphaera prolongata HET,66.0
-13.0,-16.0,100,4,1998,Syracosphaera prolongata HET,308.0
-12.0,-173.0,50,4,2011,Syracosphaera prolongata HET,10.0
-12.0,-173.0,115,4,2011,Syracosphaera prolongata HET,10.0
-9.0,-15.0,50,3,1998,Syracosphaera prolongata HET,296.0
-8.0,-172.0,100,4,2011,Syracosphaera prolongata HET,10.0
-1.0,-26.0,5,5,2004,Syracosphaera prolongata HET,214.0
-1.0,-26.0,15,5,2004,Syracosphaera prolongata HET,320.0
-1.0,-26.0,25,5,2004,Syracosphaera prolongata HET,101.0
-1.0,-26.0,60,5,2004,Syracosphaera prolongata HET,150.5
-1.0,141.0,20,1,1969,Syracosphaera prolongata HET,154.0
-1.0,141.0,20,12,1968,Syracosphaera prolongata HET,155.0
0.0,-26.0,5,5,2004,Syracosphaera prolongata HET,675.0
0.0,-26.0,10,11,2005,Syracosphaera prolongata HET,160.0
1.0,-167.0,80,1,2011,Syracosphaera prolongata HET,10.0
4.0,-27.0,25,12,2010,Syracosphaera prolongata HET,20.0
4.0,-27.0,80,12,2010,Syracosphaera prolongata HET,60.0
6.0,64.0,40,10,1992,Syracosphaera prolongata HET,445.0
7.0,-28.0,15,5,2004,Syracosphaera prolongata HET,227.0
8.0,-31.0,5,6,2003,Syracosphaera prolongata HET,313.0
8.0,-31.0,55,6,2003,Syracosphaera prolongata HET,325.0
9.0,-97.0,0,4,2011,Syracosphaera prolongata HET,10.0
9.0,-26.0,0,12,2010,Syracosphaera prolongata HET,10.0
10.0,-103.0,0,2,2011,Syracosphaera prolongata HET,20.0
10.0,-103.0,35,2,2011,Syracosphaera prolongata HET,10.0
10.0,64.0,20,5,1997,Syracosphaera prolongata HET,1320.0
10.0,64.0,100,5,1997,Syracosphaera prolongata HET,260.0
12.0,-33.0,25,6,2003,Syracosphaera prolongata HET,77.0
14.0,-161.0,0,6,2011,Syracosphaera prolongata HET,10.0
14.0,-34.0,10,6,2003,Syracosphaera prolongata HET,61.0
14.0,-31.0,25,5,2004,Syracosphaera prolongata HET,74.0
14.0,-31.0,100,5,2004,Syracosphaera prolongata HET,152.0
15.0,-125.0,40,5,2011,Syracosphaera prolongata HET,10.0
17.0,-60.0,35,6,2011,Syracosphaera prolongata HET,10.0
17.0,-36.0,10,6,2003,Syracosphaera prolongata HET,65.0
17.0,-36.0,40,6,2003,Syracosphaera prolongata HET,89.0
17.0,-36.0,100,6,2003,Syracosphaera prolongata HET,169.0
17.0,58.0,60,5,1997,Syracosphaera prolongata HET,260.0
17.0,59.0,60,6,1997,Syracosphaera prolongata HET,260.0
18.0,-134.0,0,5,2011,Syracosphaera prolongata HET,10.0
19.0,-142.0,0,5,2011,Syracosphaera prolongata HET,10.0
19.0,-142.0,40,5,2011,Syracosphaera prolongata HET,10.0
19.0,-21.0,0,9,1997,Syracosphaera prolongata HET,0.02
19.0,58.0,20,6,1997,Syracosphaera prolongata HET,260.0
20.0,-156.0,30,9,1969,Syracosphaera prolongata HET,7.0
20.0,-149.0,115,5,2011,Syracosphaera prolongata HET,50.0
20.0,-146.0,0,5,2011,Syracosphaera prolongata HET,20.0
20.0,-25.0,30,12,2010,Syracosphaera prolongata HET,20.0
21.0,-156.0,45,5,2011,Syracosphaera prolongata HET,50.0
21.0,-154.0,0,5,2011,Syracosphaera prolongata HET,30.0
21.0,-154.0,75,5,2011,Syracosphaera prolongata HET,20.0
21.0,-151.0,0,5,2011,Syracosphaera prolongata HET,40.0
21.0,-151.0,50,5,2011,Syracosphaera prolongata HET,10.0
21.0,-151.0,150,5,2011,Syracosphaera prolongata HET,90.0
21.0,-36.0,115,6,2003,Syracosphaera prolongata HET,43.0
21.0,-24.0,0,12,2010,Syracosphaera prolongata HET,20.0
21.0,-24.0,90,12,2010,Syracosphaera prolongata HET,10.0
23.0,-23.0,0,12,2010,Syracosphaera prolongata HET,40.0
23.0,-23.0,30,12,2010,Syracosphaera prolongata HET,10.0
23.0,-23.0,90,12,2010,Syracosphaera prolongata HET,10.0
23.0,156.0,0,11,1968,Syracosphaera prolongata HET,26.0
23.0,156.0,0,11,1969,Syracosphaera prolongata HET,26.0
24.0,-155.0,10,9,1969,Syracosphaera prolongata HET,18.0
24.0,-33.0,20,6,2003,Syracosphaera prolongata HET,215.0
24.0,-33.0,160,6,2003,Syracosphaera prolongata HET,156.0
25.0,122.0,0,11,2013,Syracosphaera prolongata HET,825.0
25.0,122.0,260,11,2013,Syracosphaera prolongata HET,344.0
26.0,-31.0,20,6,2003,Syracosphaera prolongata HET,91.0
27.0,150.0,0,11,1968,Syracosphaera prolongata HET,24.0
27.0,150.0,0,11,1969,Syracosphaera prolongata HET,24.0
28.0,-27.0,30,7,2011,Syracosphaera prolongata HET,20.0
28.0,127.0,45,10,2013,Syracosphaera prolongata HET,880.0
29.0,-156.0,10,9,1969,Syracosphaera prolongata HET,48.0
29.0,-156.0,20,9,1969,Syracosphaera prolongata HET,40.0
29.0,-156.0,30,9,1969,Syracosphaera prolongata HET,26.0
29.0,-156.0,50,9,1969,Syracosphaera prolongata HET,32.0
29.0,-156.0,125,9,1969,Syracosphaera prolongata HET,25.0
29.0,-37.0,30,5,2004,Syracosphaera prolongata HET,298.5
29.0,-37.0,55,5,2004,Syracosphaera prolongata HET,251.0
29.0,-18.0,25,12,2010,Syracosphaera prolongata HET,10.0
29.0,34.0,0,3,2018,Syracosphaera prolongata HET,69.879834
29.0,34.0,0,4,2017,Syracosphaera prolongata HET,566.3897245
29.0,34.0,0,4,2018,Syracosphaera prolongata HET,127.665846
29.0,34.0,0,5,2018,Syracosphaera prolongata HET,64.118073
29.0,34.0,0,7,2017,Syracosphaera prolongata HET,49.605939
29.0,34.0,0,8,2017,Syracosphaera prolongata HET,90.675394
29.0,34.0,0,10,2017,Syracosphaera prolongata HET,490.499307
29.0,34.0,0,11,2017,Syracosphaera prolongata HET,114.655893
29.0,34.0,10,4,2017,Syracosphaera prolongata HET,584.912679
29.0,34.0,10,5,2017,Syracosphaera prolongata HET,49.218594
29.0,34.0,10,6,2017,Syracosphaera prolongata HET,41.993294
29.0,34.0,10,7,2017,Syracosphaera prolongata HET,57.131626
29.0,34.0,10,9,2017,Syracosphaera prolongata HET,96.668275
29.0,34.0,10,10,2017,Syracosphaera prolongata HET,49.580069
29.0,34.0,20,3,2018,Syracosphaera prolongata HET,117.7052395
29.0,34.0,20,4,2017,Syracosphaera prolongata HET,410.30977
29.0,34.0,20,4,2018,Syracosphaera prolongata HET,113.160995
29.0,34.0,20,5,2018,Syracosphaera prolongata HET,118.451918
29.0,34.0,20,6,2017,Syracosphaera prolongata HET,49.019799000000006
29.0,34.0,20,8,2017,Syracosphaera prolongata HET,197.258751
29.0,34.0,20,10,2017,Syracosphaera prolongata HET,368.9340465
29.0,34.0,20,10,2018,Syracosphaera prolongata HET,67.929058
29.0,34.0,20,11,2017,Syracosphaera prolongata HET,116.192351
29.0,34.0,20,11,2018,Syracosphaera prolongata HET,87.37158000000001
29.0,34.0,30,4,2017,Syracosphaera prolongata HET,943.589744
29.0,34.0,30,5,2017,Syracosphaera prolongata HET,157.474853
29.0,34.0,30,6,2017,Syracosphaera prolongata HET,41.993294
29.0,34.0,30,7,2017,Syracosphaera prolongata HET,41.511731000000005
29.0,34.0,30,8,2017,Syracosphaera prolongata HET,150.202751
29.0,34.0,30,8,2018,Syracosphaera prolongata HET,63.392928
29.0,34.0,30,10,2017,Syracosphaera prolongata HET,129.196437
29.0,34.0,40,3,2018,Syracosphaera prolongata HET,193.747226
29.0,34.0,40,4,2017,Syracosphaera prolongata HET,422.213945
29.0,34.0,40,4,2018,Syracosphaera prolongata HET,230.224094
29.0,34.0,40,5,2017,Syracosphaera prolongata HET,279.72028
29.0,34.0,40,6,2017,Syracosphaera prolongata HET,192.217286
29.0,34.0,40,7,2017,Syracosphaera prolongata HET,46.715481
29.0,34.0,40,8,2018,Syracosphaera prolongata HET,116.393573
29.0,34.0,40,9,2017,Syracosphaera prolongata HET,194.4553955
29.0,34.0,40,10,2017,Syracosphaera prolongata HET,628.1539149999999
29.0,34.0,40,10,2018,Syracosphaera prolongata HET,54.453364
29.0,34.0,40,11,2017,Syracosphaera prolongata HET,113.228899
29.0,34.0,60,1,2018,Syracosphaera prolongata HET,48.731989000000006
29.0,34.0,60,3,2018,Syracosphaera prolongata HET,69.749001
29.0,34.0,60,4,2017,Syracosphaera prolongata HET,79.58338900000001
29.0,34.0,60,4,2018,Syracosphaera prolongata HET,272.510152
